age_bracket,gender_nonnumeric,category,amount,fraud,gender,beauty,fashion,food,health,home,hotels,leisure,other,restaurants,sports,tech,transport,travel
2,F,transport,31.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,17.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,70.11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,18.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,health,226.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,F,transport,56.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,29.12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,28.12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,31.79,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,10.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,34.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,44.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,41.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,59.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,8.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,fashion,71.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,M,transport,11.03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,27.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,8.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,restaurants,61.27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,F,transport,76.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,57.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,16.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,32.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,30.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,30.46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,food,14.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,F,transport,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,69.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,9.56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,50.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,7.56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,restaurants,34.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,M,transport,26.97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,27.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,41.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,56.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,37.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,65.46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,4.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,38.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,12.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,beauty,110.17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,F,transport,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,10.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,24.03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,food,25.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,F,transport,51.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,46.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,food,37.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,M,transport,28.83,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,42.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,13.44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,34.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,32.46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,25.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,20.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,health,132.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,F,home,25.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,M,sports,45.73,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,F,transport,13.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,4.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,37.22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,beauty,58.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,F,transport,38.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,36.03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,14.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,39.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,food,76.42,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,M,transport,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,5.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,19.26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,37.51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,tech,217.61,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,M,transport,39.98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,43.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,43.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,beauty,34.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,M,transport,8.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,61.15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,9.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,25.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,37.98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,37.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,25.97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,41.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,79.52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,32.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,39.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,food,29.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,F,transport,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,4.89,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,28.48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,28.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,21.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,beauty,8.33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,F,transport,48.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,31.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,35.88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,45.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,22.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,6.61,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,food,69.98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,M,transport,64.59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,32.04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,18.44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,38.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,54.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,9.56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,27.83,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,2.04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,33.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,food,38.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,M,transport,8.79,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,46.58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,30.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,health,193.64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,M,transport,5.74,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,32.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
